ticker,displayName,securityType,isCore,yahooSymbol,localEvents,reachable,epsQuarters,revQuarters,hasTtmRevenue,hasTtmEbitda,priceBars,priceReachable,state,reasons
FP AV,"TotalEnergies SE",operating,false,FP.VI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
FIRE IJ,"PT Alfa Energi Investama Tbk",operating,false,FIRE.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
RLI AV,"Reliance Industries",operating,false,RLI.VI,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
ENB-PY CN,"Enbridge",operating,false,ENB-PY.TO,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
RLI GR,"Reliance Industries",operating,false,RLI.F,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
128820 KS,"Daesung Industrial Co.",operating,false,128820.KS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
RUIS IJ,"PT Radiant Utama Interinsco Tbk",operating,false,RUIS.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
T1EC34 BZ,"TechnipFMC",operating,false,T1EC34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
J4V0 GR,"Vår Energi ASA",operating,false,J4V0.F,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
IDKOY US,"Idemitsu Kosan Co.,Ltd.",operating,false,IDKOY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
LPHL IT,"Lapidoth-Heletz Limited Partnership",operating,false,LPHL.TA,0,true,0,0,false,true,20,true,PARTIAL,no-past-quarters
MOGB GR,"MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság",operating,false,MOGB.F,0,true,0,4,false,true,21,true,PARTIAL,no-past-quarters
600123 CH,"Shanxi Lanhua Sci-Tech Venture Co.,Ltd",operating,false,600123.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SAPMF US,"Saipem SpA",operating,false,SAPMF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
ACGYF US,"Subsea 7 S.A.",operating,false,ACGYF,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
600759 CH,"Geo-Jade Petroleum",operating,false,600759.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
7486 JP,"Sanrin Co.",operating,false,7486.T,2,true,2,0,true,true,21,true,OK,
ALA-PG CN,"AltaGas",operating,false,ALA-PG.TO,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
CSDXF US,"COSCO SHIPPING Energy Transportation Co.",operating,false,CSDXF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
BRAV3 BZ,"Brava Energia S.A.",operating,false,BRAV3.SA,4,true,4,3,true,true,20,true,OK,
603619 CH,"Zhongman Petroleum and Natural Gas Group Corp.,Ltd.",operating,false,603619.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
EDNR IM,"Edison S.p.A.",operating,false,EDNR.MI,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
7A6 GR,"Antero Resources",operating,false,7A6.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
EDXR GR,"Edison S.p.A.",operating,false,EDXR.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
0934 HK,"Sinopec Kantons Holdings",operating,false,0934.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
MOGG GR,"MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság",operating,false,MOGG.F,0,true,0,4,false,true,21,true,PARTIAL,no-past-quarters
YCP0 GR,"ConocoPhillips",operating,false,YCP0.F,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
SAPMY US,"Saipem SpA",operating,false,SAPMY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
MER SS,"Meren Energy",operating,false,MER.ST,2,true,2,4,true,true,20,true,OK,
600971 CH,"Anhui Hengyuan Coal Industry and Electricity Power Co.,Ltd",operating,false,600971.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
PTRRY US,"Prio S.A.",operating,false,PTRRY,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
IDKOF US,"Idemitsu Kosan Co.,Ltd.",operating,false,IDKOF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
0467 HK,"United Energy Group",operating,false,0467.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
BPT AU,"Beach Energy",operating,false,BPT.AX,1,true,1,0,true,true,22,true,OK,
CSGYY US,"Cosmo Energy Holdings Co.",operating,false,CSGYY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
FRHLF US,"Freehold Royalties",operating,false,FRHLF,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
CIMEF US,"CIMC Enric Holdings",operating,false,CIMEF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
OILRF US,"Oil Refineries",operating,false,OILRF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
WKC US,"World Kinect",operating,false,WKC,4,true,4,4,true,true,19,true,OK,
PBATF US,"PT Bukit Asam (Persero) Tbk",operating,false,PBATF,0,true,0,3,false,true,19,true,PARTIAL,no-past-quarters
NGL US,"NGL Energy Partners LP",operating,false,NGL,4,true,4,4,true,true,19,true,OK,
BCHEY US,"Beach Energy",operating,false,BCHEY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
LPG US,"Dorian LPG",operating,false,LPG,4,true,4,4,true,true,20,true,OK,
4LT1 GR,"Northern Oil and Gas",operating,false,4LT1.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
DVD NO,"Deep Value Driller AS",operating,false,DVD.OL,2,true,2,3,true,true,20,true,OK,
C6V GR,"Headwater Exploration",operating,false,C6V.F,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
PTIZF US,"PT Indo Tambangraya Megah Tbk",operating,false,PTIZF,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
YZCFF US,"Sinopec Oilfield Service",operating,false,YZCFF,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
5141 MK,"Dayang Enterprise Holdings Bhd",operating,false,5141.KL,0,true,0,1,true,true,22,true,PARTIAL,no-past-quarters
1AKA GR,"Aker Solutions ASA",operating,false,1AKA.F,0,true,0,1,true,true,21,true,PARTIAL,no-past-quarters
INVX US,"Innovex International",operating,false,INVX,4,true,4,3,true,true,19,true,OK,
AAV CN,"Advantage Energy",operating,false,AAV.TO,4,true,4,3,true,true,19,true,OK,
NEXT US,"NextDecade",operating,false,NEXT,4,true,4,4,false,true,20,true,OK,
NORAM NO,"NorAm Drilling AS",operating,false,NORAM.OL,4,true,4,4,true,true,20,true,OK,
5255 MK,"Lianson Fleet Group Berhad",operating,false,5255.KL,0,true,0,1,true,true,22,true,PARTIAL,no-past-quarters
D5O GR,"LandBridge Company LLC",operating,false,D5O.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
BVENY US,"",operating,false,BVENY,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
GEL US,"Genesis Energy, L.P.",operating,false,GEL,4,true,4,4,true,true,19,true,OK,
8511 JP,"Japan Securities Finance Co.",operating,false,8511.T,2,true,2,0,true,true,21,true,OK,
KOMB CP,"Komercní banka, a.s.",operating,false,KOMB.PR,4,true,4,3,true,false,19,true,OK,
TD US,"The Toronto-Dominion Bank",operating,false,TD,4,true,4,4,true,false,19,true,OK,
1C IM,"Citigroup",operating,false,1C.MI,0,true,0,3,true,false,20,true,PARTIAL,no-past-quarters
601336 CH,"New China Life Insurance Company",operating,false,601336.SS,0,true,0,4,true,true,22,true,PARTIAL,no-past-quarters
CITI AV,"Citigroup",operating,false,CITI.VI,0,true,0,3,true,false,20,true,PARTIAL,no-past-quarters
BBDC4 BZ,"Banco Bradesco S.A.",operating,false,BBDC4.SA,4,true,4,4,true,false,20,true,OK,
1AXP IM,"American Express",operating,false,1AXP.MI,0,true,0,4,true,false,20,true,PARTIAL,no-past-quarters
TRVC GR,"Citigroup",operating,false,TRVC.DE,0,true,0,3,true,false,20,true,PARTIAL,no-past-quarters
AXP AV,"American Express",operating,false,AXP.VI,0,true,0,4,true,false,20,true,PARTIAL,no-past-quarters
CLDN LN,"Caledonia Investments Ord",operating,false,CLDN.L,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
AEC1 GR,"American Express",operating,false,AEC1.DE,0,true,0,4,true,false,20,true,PARTIAL,no-past-quarters
CBAUF US,"Commonwealth Bank of Australia",operating,false,CBAUF,0,true,0,0,true,false,19,true,PARTIAL,no-past-quarters
J&KBANK IN,"Jammu and Kashmir Bank",operating,false,J&KBANK.NS,0,true,0,4,true,false,21,true,PARTIAL,no-past-quarters
7184 JP,"The First Bank Of Toyama",operating,false,7184.T,2,true,2,0,true,false,21,true,OK,
ASDM IJ,"PT Asuransi Dayin Mitra Tbk",operating,false,ASDM.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BOCN AV,"Bank of China",operating,false,BOCN.VI,0,true,0,4,true,false,20,true,PARTIAL,no-past-quarters
SAN US,"Banco Santander, S.A.",operating,false,SAN,3,true,3,4,true,false,19,true,OK,
W8V GR,"Bank of China",operating,false,W8V.F,0,true,0,4,true,false,21,true,PARTIAL,no-past-quarters
LN3 GR,"Jefferies Financial Group",operating,false,LN3.F,0,true,0,4,true,false,21,true,PARTIAL,no-past-quarters
NORION SS,"Norion Bank AB (publ)",operating,false,NORION.ST,4,true,4,3,true,false,20,true,OK,
FNMAH US,"Federal National Mortgage Association",operating,false,FNMAH,0,true,0,3,true,false,20,true,PARTIAL,no-past-quarters
7MP GR,"M&G",operating,false,7MP.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
TQM-R TB,"TQM Alpha Public Company",operating,false,TQM-R.BK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
TQM TB,"TQM Alpha Public Company",operating,false,TQM.BK,1,true,1,4,true,true,21,true,OK,
0165 HK,"China Everbright",operating,false,0165.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
BZLYF US,"Beazley",operating,false,BZLYF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
CTIHY US,"China Taiping Insurance Holdings Company",operating,false,CTIHY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
OOA LN,"Octopus AIM VCT Ord",operating,false,OOA.L,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
SFGIF US,"Shizuoka Financial Group,Inc.",operating,false,SFGIF,0,true,0,0,true,false,19,true,PARTIAL,no-past-quarters
472220 KS,"SHT-10 SPAC",operating,false,472220.KQ,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
S2EI34 BZ,"SEI Investments",operating,false,S2EI34.SA,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
PRI US,"Primerica",operating,false,PRI,4,true,4,4,true,true,19,true,OK,
VNRFY US,"Vienna Insurance Group",operating,false,VNRFY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
ZOF GR,"SBI Holdings",operating,false,ZOF.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
P2U GR,"Shizuoka Financial Group,Inc.",operating,false,P2U.F,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
TMXXF US,"TMX Group",operating,false,TMXXF,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
EAI0 GR,"Groupe Bruxelles Lambert",operating,false,EAI0.MU,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
HLI US,"Houlihan Lokey",operating,false,HLI,4,true,4,4,true,false,19,true,OK,
FRHC US,"Freedom Holdings",operating,false,FRHC,4,true,4,4,true,false,19,true,OK,
488060 KS,"Eugene Special Purpose Acquisition 11 Co.",operating,false,488060.KQ,0,true,0,0,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
VNRGF US,"Vienna Insurance Group",operating,false,VNRGF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
SINGER-R TB,"Singer Thailand Public Company",operating,false,SINGER-R.BK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
SINGER TB,"Singer Thailand Public Company",operating,false,SINGER.BK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
KARTKIN IN,"KARTIK INVESTMENTS TRUST",operating,false,KARTKIN.BO,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
CPCAP IN,"CP Capital",operating,false,CPCAP.BO,3,true,3,0,true,true,21,true,OK,
ID8 GR,"Slide Insurance Holdings",operating,false,ID8.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
MNTN LN,"The Schiehallion Fund",operating,false,MNTN.L,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
YRRA GR,"Zip Co",operating,false,YRRA.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
GRLA DC,"GrønlandsBANKEN A/S",operating,false,GRLA.CO,0,true,0,0,true,false,20,true,PARTIAL,no-past-quarters
0H5 GR,"HCI Group",operating,false,0H5.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
ITCFY US,"Investec",operating,false,ITCFY,0,true,0,0,true,false,19,true,PARTIAL,no-past-quarters
LFB GR,"Mizuho Leasing Company",operating,false,LFB.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
A35 GR,"Federal Agricultural Mortgage",operating,false,A35.F,0,true,0,4,true,false,21,true,PARTIAL,no-past-quarters
83I GR,"KRUK Spólka Akcyjna",operating,false,83I.F,0,true,0,3,false,true,21,true,PARTIAL,no-past-quarters
BSTZ US,"BlackRock Science and Technology Term Trust",operating,false,BSTZ,0,true,0,0,false,false,19,true,PARTIAL,no-past-quarters|no-fundamentals
MGLLF US,"Magellan Financial Group",operating,false,MGLLF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
CHCO US,"City Holding",operating,false,CHCO,4,true,4,3,true,false,19,true,OK,
BDB IM,"Banco di Desio e della Brianza S.p.A.",operating,false,BDB.MI,0,true,0,0,true,false,20,true,PARTIAL,no-past-quarters
WXF GR,"Hilltop Holdings",operating,false,WXF.F,0,true,0,3,true,false,20,true,PARTIAL,no-past-quarters
0S7 GR,"Seven Bank",operating,false,0S7.F,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
BJ7 GR,"Banco di Desio e della Brianza S.p.A.",operating,false,BJ7.SG,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
LEXGLOBAL IN,"Lexora Global",operating,false,LEXGLOBAL.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
DVNO LN,"Develop North Ord",operating,false,DVNO.L,0,true,0,0,true,false,21,true,PARTIAL,no-past-quarters
D8Q GR,"Bladex",operating,false,D8Q.F,0,true,0,3,true,false,21,true,PARTIAL,no-past-quarters
SPCENET IN,"Spacenet Enterprises India",operating,false,SPCENET.NS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
LOB US,"Live Oak Bancshares",operating,false,LOB,4,true,4,3,true,false,19,true,OK,
GUE GR,"Guotai Junan International Holdings",operating,false,GUE.F,0,true,0,0,true,false,20,true,PARTIAL,no-past-quarters
CAPLIPOINT IN,"CAPLIN POINT LABORATORIES",operating,false,CAPLIPOINT.BO,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
BWAY IT,"BrainsWay",operating,false,BWAY.TA,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
2175 JP,"SMS Co.",operating,false,2175.T,4,true,4,0,true,true,21,true,OK,
3692 HK,"Hansoh Pharmaceutical Group Company",operating,false,3692.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
100120 KS,"Vieworks Co.",operating,false,100120.KQ,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
ERIS IN,"Eris Lifesciences",operating,false,ERIS.NS,4,true,4,4,true,true,21,true,OK,
4887 JP,"Sawai Group Holdings Co.",operating,false,4887.T,4,true,4,0,true,true,21,true,OK,
ONESOURCE IN,"OneSource Specialty Pharma",operating,false,ONESOURCE.BO,2,true,2,4,true,true,21,true,OK,
NNO2 AV,"Novo Nordisk A/S",operating,false,NNO2.VI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
NOVA GR,"Novo Nordisk A/S",operating,false,NOVA.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
EHC MM,"Encompass Health",operating,false,EHC.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
PFE CN,"Pfizer",operating,false,PFE.NE,0,true,0,4,true,true,1,true,PARTIAL,no-past-quarters|thin-price-history
NOV GR,"Novo Nordisk A/S",operating,false,NOV.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
CRL MM,"Charles River Laboratories International",operating,false,CRL.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
365270 KS,"curacle co.,ltd.",operating,false,365270.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
A1GI34 BZ,"Agilent Technologies",operating,false,A1GI34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
4544 JP,"H.U. Group Holdings",operating,false,4544.T,4,true,4,0,true,true,21,true,OK,
CVS CN,"CVS Health",operating,false,CVS.NE,0,true,0,4,true,true,1,true,PARTIAL,no-past-quarters|thin-price-history
001630 KS,"Chong Kun Dang Holdings",operating,false,001630.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
TMOF AV,"Thermo Fisher Scientific",operating,false,TMOF.VI,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
TN8 GR,"Thermo Fisher Scientific",operating,false,TN8.F,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
HEALTHX IN,"Health X Platform",operating,false,HEALTHX.NS,2,true,2,2,true,true,21,true,OK,
3079 JP,"DVx",operating,false,3079.T,2,true,2,0,true,true,21,true,OK,
THEMISMED IN,"Themis Medicare",operating,false,THEMISMED.BO,2,true,2,0,true,true,21,true,OK,
WUXI13 TB,"WuXi Biologics (Cayman)",operating,false,WUXI13.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
GOV GR,"Insulet",operating,false,GOV.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
688319 CH,"Chengdu Olymvax Biopharmaceuticals",operating,false,688319.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SMZ1 GR,"Sino Biopharmaceutical",operating,false,SMZ1.F,0,true,0,2,true,true,21,true,PARTIAL,no-past-quarters
SIGACHI IN,"Sigachi Industries",operating,false,SIGACHI.NS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
301263 C1,"Guangdong Taienkang Pharmaceutical Co.",operating,false,301263.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
9637 HK,"Alebund Pharmaceuticals (Jiangsu)",operating,false,9637.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
199730 KS,"BioInfra Co.",operating,false,199730.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
KRYS US,"Krystal Biotech",operating,false,KRYS,4,true,4,4,true,true,19,true,OK,
300181 C1,"Zhejiang Jolly Pharmaceutical Co.,LTD",operating,false,300181.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
RDY US,"Dr. Reddy's Laboratories",operating,false,RDY,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
RHC AU,"Ramsay Health Care",operating,false,RHC.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
TE1 GR,"Bio-Techne",operating,false,TE1.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
2493 HK,"MABWELL-B",operating,false,2493.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
FLGT MM,"Fulgent Genetics",operating,false,FLGT.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
OLY GR,"Olympus",operating,false,OLY.F,0,true,0,1,true,true,20,true,PARTIAL,no-past-quarters
HSOA GR,"Encompass Health",operating,false,HSOA.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
688105 CH,"Nanjing Vazyme Biotech Co.",operating,false,688105.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
2X10 GR,"ABIVAX Société Anonyme",operating,false,2X10.SG,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
1BMRN IM,"BioMarin Pharmaceutical",operating,false,1BMRN.MI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
PIAHY US,"Ping An Healthcare and Technology Company",operating,false,PIAHY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
ASTH US,"Astrana Health",operating,false,ASTH,4,true,4,4,true,true,19,true,OK,
URGN US,"UroGen Pharma",operating,false,URGN,4,true,4,4,true,true,19,true,OK,
MX6A GR,"Grand Pharmaceutical Group",operating,false,MX6A.F,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
BVNRY US,"Bavarian Nordic A/S",operating,false,BVNRY,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
CORALAB IN,"Coral Laboratories",operating,false,CORALAB.BO,3,true,3,0,true,true,21,true,OK,
MESO US,"Mesoblast",operating,false,MESO,2,true,2,2,true,true,19,true,OK,
603079 CH,"Zhejiang Shengda Bio-Pharm Co.",operating,false,603079.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ARSUF US,"Fagron",operating,false,ARSUF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
NKT-R TB,"Nakornthon Hospital Public Company",operating,false,NKT-R.BK,0,true,0,3,true,true,1,true,PARTIAL,no-past-quarters|thin-price-history
NKT TB,"Nakornthon Hospital Public Company",operating,false,NKT.BK,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
PVLA US,"Palvella Therapeutics",operating,false,PVLA,4,true,4,4,false,false,19,true,PARTIAL,no-fundamentals
300254 C1,"ShanXi C&Y Pharmaceutical Group Co.,LTD.",operating,false,300254.SZ,1,true,1,0,true,true,22,true,OK,
7QD GR,"Clover Health Investments",operating,false,7QD.F,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
AUPH US,"Aurinia Pharmaceuticals",operating,false,AUPH,4,true,4,4,true,true,20,true,OK,
SNDA US,"Sonida Senior Living",operating,false,SNDA,2,true,2,4,true,true,19,true,OK,
IXI LN,"IXICO",operating,false,IXI.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
NORDH NO,"Nordhealth AS",operating,false,NORDH.OL,2,true,2,4,true,true,20,true,OK,
4DX AU,"4DMedical",operating,false,4DX.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
RXK3 GR,"SELLAS Life Sciences Group",operating,false,RXK3.F,0,true,0,4,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
P2OD34 BZ,"Insulet",operating,false,P2OD34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
LHU GR,"LeMaitre Vascular",operating,false,LHU.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
UNJ GR,"The United Laboratories International Holdings",operating,false,UNJ.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
GGNDF US,"GN Store Nord A/S",operating,false,GGNDF,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
RAPP US,"Rapport Therapeutics",operating,false,RAPP,4,true,4,4,true,true,19,true,OK,
GESHIP IN,"The Great Eastern Shipping Company",operating,false,GESHIP.BO,4,true,4,4,true,true,21,true,OK,
6498 JP,"KITZ",operating,false,6498.T,2,true,2,0,true,true,21,true,OK,
TRITURBINE IN,"Triveni Turbine",operating,false,TRITURBINE.BO,4,true,4,4,true,true,21,true,OK,
018000 KS,"Unison Co.",operating,false,018000.KQ,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
HBLENGINE IN,"HBL Engineering",operating,false,HBLENGINE.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
NVS SJ,"Novus Holdings",operating,false,NVS.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
KAJARIACER IN,"Kajaria Ceramics",operating,false,KAJARIACER.BO,4,true,4,3,true,true,2,true,PARTIAL,thin-price-history
000490 KS,"Daedong",operating,false,000490.KS,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
SIE0 GR,"Siemens Aktiengesellschaft",operating,false,SIE0.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
OPUS HB,"OPUS GLOBAL Nyrt.",operating,false,OPUS.BD,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
067390 KS,"AeroSpace Technology of Korea",operating,false,067390.KQ,1,true,1,4,true,true,21,true,OK,
APII IJ,"PT Arita Prima Indonesia Tbk",operating,false,APII.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
012205 KS,"Keyang Electric Machinery Co.",operating,false,012205.KS,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
WEGE3 BZ,"WEG S.A.",operating,false,WEGE3.SA,4,true,4,3,true,true,20,true,OK,
600406 CH,"NARI Technology Co.",operating,false,600406.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
5331 JP,"Noritake Co.",operating,false,5331.T,2,true,2,0,true,true,21,true,OK,
601668 CH,"China State Construction Engineering Corporation",operating,false,601668.SS,0,true,0,3,true,true,22,true,PARTIAL,no-past-quarters
095570 KS,"AJ Networks Co.,Ltd.",operating,false,095570.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
036190 KS,"Geumhwa Plant Service & Construction Co.",operating,false,036190.KQ,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
7846 JP,"Pilot",operating,false,7846.T,2,true,2,0,true,true,21,true,OK,
LION IJ,"PT Lion Metal Works Tbk",operating,false,LION.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
FJE GR,"Fuji Electric Co.",operating,false,FJE.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
300938 C1,"EMTEK (Shenzhen) Co.",operating,false,300938.SZ,0,true,0,1,true,true,22,true,PARTIAL,no-past-quarters
603992 CH,"Xiamen Solex High-tech Industries Co.",operating,false,603992.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
603052 CH,"Suzhou K-Hiragawa Electronic Technology Co.",operating,false,603052.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
DNGFF US,"Dongfang Electric Corporation",operating,false,DNGFF,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
HI4 GR,"Huntington Ingalls Industries",operating,false,HI4.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
5721 JP,"S Crypto Energy",operating,false,5721.T,2,true,2,1,true,true,21,true,OK,
SKN GR,"Skanska AB (publ)",operating,false,SKN.F,0,true,0,4,false,true,21,true,PARTIAL,no-past-quarters
6230 JP,"Sanei",operating,false,6230.T,2,true,2,0,true,true,21,true,OK,
REH AU,"Reece",operating,false,REH.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
TNU GR,"Getlink SE",operating,false,TNU.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
688090 CH,"Guangzhou Risong Intelligent Technology Holding Co.",operating,false,688090.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
MIL GR,"Mitsui O.S.K. Lines",operating,false,MIL.F,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
1511 HK,"UISEE TECH",operating,false,1511.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
AYI US,"Acuity",operating,false,AYI,4,true,4,4,true,true,19,true,OK,
AD2 AV,"Air China",operating,false,AD2.VI,0,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
603218 CH,"Riyue Heavy Industry Co.,Ltd",operating,false,603218.SS,0,true,0,4,true,true,22,true,PARTIAL,no-past-quarters
