ticker,displayName,securityType,isCore,yahooSymbol,localEvents,reachable,epsQuarters,revQuarters,hasTtmRevenue,hasTtmEbitda,priceBars,priceReachable,state,reasons
ABXX CN,"Abaxx Technologies",operating,true,ABXX.NE,3,true,3,4,true,false,1,true,PARTIAL,thin-price-history
BN US,"Brookfield",operating,true,BN,1,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
BOLSY US,"B3",operating,true,BOLSY,4,true,4,4,true,true,19,true,OK,
CENX US,"Century Aluminum",operating,true,CENX,5,true,4,4,true,true,19,true,OK,
CS CN,"Capstone Copper",operating,true,CS.TO,5,true,4,3,true,true,19,true,OK,
HBM US,"Hudbay Minerals",operating,true,HBM,5,true,4,4,true,true,19,true,OK,
SHLE CN,"Source Energy Services",operating,true,SHLE.TO,5,true,4,4,true,true,19,true,OK,
TGB US,"Taseko Mines",operating,true,TGB,5,true,4,4,true,true,19,true,OK,
TNZ CN,"Tenaz Energy",operating,true,TNZ.TO,4,true,3,4,true,true,19,true,OK,
TOI CN,"Topicus.com",operating,true,TOI.V,5,true,4,3,true,true,19,true,OK,
VLE CN,"Valeura Energy",operating,true,VLE.TO,5,true,4,4,true,true,19,true,OK,
DBG CN,"Doubleview Gold",developer,true,DBG.V,0,true,0,0,false,true,19,true,PARTIAL,no-past-quarters
SCMI CN,"Selkirk Copper Mines",developer,true,SCMI.V,0,true,0,0,false,true,19,true,PARTIAL,no-past-quarters
WRN US,"Western Copper and Gold",developer,true,WRN,0,true,4,4,false,true,19,true,OK,
005930 KS,"Samsung Electronics Co.",operating,false,005930.KS,5,true,4,4,true,true,21,true,OK,
000660 KS,"SK hynix",operating,false,000660.KS,5,true,4,4,true,true,21,true,OK,
005935 KS,"Samsung Electronics Co.",operating,false,005935.KS,4,true,4,4,true,true,21,true,OK,
NVDA80 TB,"NVIDIA",operating,false,NVDA80.BK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
402340 KS,"SK Square Co.",operating,false,402340.KS,2,true,1,4,true,true,21,true,OK,
009150 KS,"Samsung Electro-Mechanics Co.",operating,false,009150.KS,5,true,4,4,true,true,21,true,OK,
NVDA MM,"NVIDIA",operating,false,NVDA.MX,1,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
AAPL MM,"Apple",operating,false,AAPL.MX,1,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
CYBR IT,"PALO ALTO NETWORKS",operating,false,CYBR.TA,1,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
MLPT IJ,"PT Multipolar Technology Tbk",operating,false,MLPT.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SAP HB,"SAP SE",operating,false,SAP.BD,1,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
2330 TT,"Taiwan Semiconductor Manufacturing Company",operating,false,2330.TW,5,true,4,4,true,true,22,true,OK,
GOTO IJ,"PT GoTo Gojek Tokopedia Tbk",operating,false,GOTO.JK,5,true,4,3,true,true,22,true,OK,
MSFT MM,"Microsoft",operating,false,MSFT.MX,1,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
TSMN MM,"Taiwan Semiconductor Manufacturing Company",operating,false,TSMN.MX,1,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
009155 KS,"Samsung Electro-Mechanics Co.",operating,false,009155.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
066570 KS,"LG Electronics",operating,false,066570.KS,5,true,4,4,true,true,21,true,OK,
285A JP,"KIOXIA HOLDINGS",operating,false,285A.T,5,true,4,0,true,true,21,true,OK,
8035 JP,"Tokyo Electron",operating,false,8035.T,5,true,4,0,true,true,21,true,OK,
NVDC34 BZ,"NVIDIA",operating,false,NVDC34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
AAPL34 BZ,"Apple",operating,false,AAPL34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
6758 JP,"Sony Group",operating,false,6758.T,5,true,4,4,true,true,21,true,OK,
6857 JP,"Advantest",operating,false,6857.T,5,true,4,0,true,true,21,true,OK,
SMSNN MM,"Samsung Electronics Co.",operating,false,SMSNN.MX,1,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
042700 KS,"HANMI Semiconductor Co.",operating,false,042700.KS,5,true,4,3,true,true,21,true,OK,
MU MM,"Micron Technology",operating,false,MU.MX,1,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
6861 JP,"Keyence",operating,false,6861.T,5,true,4,0,true,true,21,true,OK,
018260 KS,"Samsung SDS Co.",operating,false,018260.KS,5,true,4,4,true,true,21,true,OK,
003550 KS,"LG",operating,false,003550.KS,5,true,4,4,true,true,21,true,OK,
AMD MM,"Advanced Micro Devices",operating,false,AMD.MX,1,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
BHG SJ,"BHP Group",operating,false,BHG.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
AMMN IJ,"PT Amman Mineral Internasional Tbk",operating,false,AMMN.JK,4,true,4,3,true,true,22,true,OK,
TPIA IJ,"PT Chandra Asri Pacific Tbk",operating,false,TPIA.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BRPT IJ,"PT Barito Pacific Tbk",operating,false,BRPT.JK,5,true,4,3,true,true,22,true,OK,
GLN SJ,"Glencore",operating,false,GLN.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
EMAS IJ,"PT Merdeka Gold Resources Tbk",operating,false,EMAS.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
UNTR IJ,"PT United Tractors Tbk",operating,false,UNTR.JK,5,true,4,3,true,true,22,true,OK,
AGL SJ,"Anglo American",operating,false,AGL.JO,1,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
BRMS IJ,"PT Bumi Resources Minerals Tbk",operating,false,BRMS.JK,4,true,4,4,true,true,22,true,OK,
ANTM IJ,"PT Antam (Persero) Tbk",operating,false,ANTM.JK,5,true,4,3,true,true,22,true,OK,
ANG SJ,"AngloGold Ashanti",operating,false,ANG.JO,3,true,2,4,true,true,20,true,OK,
MDKA IJ,"PT Merdeka Copper Gold Tbk",operating,false,MDKA.JK,4,true,3,4,true,true,22,true,OK,
ADMR IJ,"PT Alamtri Minerals Indonesia Tbk",operating,false,ADMR.JK,4,true,4,3,true,true,22,true,OK,
MBMA IJ,"PT Merdeka Battery Materials Tbk.",operating,false,MBMA.JK,4,true,4,4,true,true,22,true,OK,
NCKL IJ,"PT Trimegah Bangun Persada Tbk",operating,false,NCKL.JK,4,true,4,3,true,true,22,true,OK,
INCO IJ,"PT Vale Indonesia Tbk",operating,false,INCO.JK,4,true,4,3,true,true,22,true,OK,
GFI SJ,"Gold Fields",operating,false,GFI.JO,1,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
PTRO IJ,"PT Petrosea Tbk",operating,false,PTRO.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
INKP IJ,"PT Indah Kiat Pulp & Paper Tbk",operating,false,INKP.JK,5,true,4,4,true,true,22,true,OK,
VAL SJ,"Valterra Platinum",operating,false,VAL.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
ARCI IJ,"PT Archi Indonesia Tbk",operating,false,ARCI.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
TINS IJ,"PT TIMAH Tbk",operating,false,TINS.JK,2,true,2,4,true,true,22,true,OK,
005490 KS,"POSCO Holdings",operating,false,005490.KS,5,true,4,4,true,true,21,true,OK,
S32 SJ,"South32",operating,false,S32.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
010130 KS,"Korea Zinc Company",operating,false,010130.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
051910 KS,"LG Chem",operating,false,051910.KS,5,true,4,4,true,true,21,true,OK,
TKIM IJ,"PT Pabrik Kertas Tjiwi Kimia Tbk",operating,false,TKIM.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
AVIA IJ,"PT Avia Avian Tbk",operating,false,AVIA.JK,1,true,1,4,true,true,22,true,OK,
HAR SJ,"Harmony Gold Mining Company",operating,false,HAR.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
BHP LN,"BHP Group",operating,false,BHP.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
IMP SJ,"Impala Platinum Holdings",operating,false,IMP.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
BASF HB,"BASF SE",operating,false,BASF.BD,1,true,0,3,true,true,20,true,PARTIAL,no-past-quarters
INTP IJ,"PT Indocement Tunggal Prakarsa Tbk",operating,false,INTP.JK,5,true,4,3,true,true,22,true,OK,
CMNT IJ,"PT Cemindo Gemilang Tbk",operating,false,CMNT.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BYAN IJ,"PT Bayan Resources Tbk.",operating,false,BYAN.JK,1,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
DSSA IJ,"PT Dian Swastatika Sentosa Tbk",operating,false,DSSA.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
CUAN IJ,"PT Petrindo Jaya Kreasi Tbk",operating,false,CUAN.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ADRO IJ,"PT Alamtri Resources Indonesia Tbk",operating,false,ADRO.JK,5,true,4,3,true,true,22,true,OK,
AADI IJ,"Adaro Andalan Indonesia Tbk.",operating,false,AADI.JK,3,true,3,3,true,true,22,true,OK,
BUMI IJ,"PT Bumi Resources Tbk",operating,false,BUMI.JK,2,true,1,1,true,true,22,true,OK,
GEMS IJ,"PT Golden Energy Mines Tbk",operating,false,GEMS.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ENRG IJ,"PT Energi Mega Persada Tbk",operating,false,ENRG.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
MEDC IJ,"PT Medco Energi Internasional Tbk",operating,false,MEDC.JK,4,true,4,3,true,true,22,true,OK,
AKRA IJ,"PT AKR Corporindo Tbk",operating,false,AKRA.JK,3,true,3,3,true,true,22,true,OK,
PTBA IJ,"PT Bukit Asam (Persero) Tbk",operating,false,PTBA.JK,3,true,3,3,true,true,22,true,OK,
ITMG IJ,"PT Indo Tambangraya Megah Tbk",operating,false,ITMG.JK,2,true,2,4,true,true,22,true,OK,
096770 KS,"SK Innovation Co.",operating,false,096770.KS,5,true,4,4,true,true,21,true,OK,
DEWA IJ,"PT Darma Henwa Tbk",operating,false,DEWA.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SHEL LN,"Shell",operating,false,SHEL.L,5,true,4,4,true,true,20,true,OK,
RELIANCE IN,"Reliance Industries",operating,false,RELIANCE.BO,5,true,4,3,true,true,2,true,PARTIAL,thin-price-history
010950 KS,"S-Oil",operating,false,010950.KS,5,true,4,4,true,true,21,true,OK,
267250 KS,"HD Hyundai Co.",operating,false,267250.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
INDY IJ,"PT. Indika Energy Tbk",operating,false,INDY.JK,0,true,0,2,true,true,22,true,PARTIAL,no-past-quarters
RATU IJ,"Raharja Energi Cepu Tbk.",operating,false,RATU.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
MCOL IJ,"PT Prima Andalan Mandiri Tbk",operating,false,MCOL.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
XOM MM,"ExxonMobil Holdings",operating,false,XOM.MX,1,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
BSSR IJ,"PT Baramulti Suksessarana Tbk",operating,false,BSSR.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BP-A LN,"BP p.l.c.",operating,false,BP-A.L,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
BP-B LN,"BP p.l.c.",operating,false,BP-B.L,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
HRUM IJ,"PT Harum Energy Tbk",operating,false,HRUM.JK,0,true,0,4,true,true,22,true,PARTIAL,no-past-quarters
096775 KS,"SK Innovation Co.",operating,false,096775.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
RMKE IJ,"PT RMK Energy Tbk",operating,false,RMKE.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
BP LN,"BP p.l.c.",operating,false,BP.L,5,true,4,4,true,true,20,true,OK,
010955 KS,"S-Oil",operating,false,010955.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
SGER IJ,"PT Sumber Global Energy Tbk",operating,false,SGER.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ABMM IJ,"PT ABM Investama Tbk",operating,false,ABMM.JK,2,true,2,0,true,true,22,true,OK,
CVX MM,"Chevron",operating,false,CVX.MX,1,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
600281 CH,"Shanxi Huayang New Material Co.,Ltd.",developer,false,600281.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
4616 JP,"Kawakami Paint Mfg.Co.,Ltd.",developer,false,4616.T,0,true,2,0,true,true,21,true,OK,
ITX LN,"Itaconix",developer,false,ITX.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
VBK GR,"Verbio SE",developer,false,VBK.F,0,true,2,4,true,true,20,true,OK,
IE CN,"Ivanhoe Electric",developer,false,IE.TO,0,true,4,4,true,true,19,true,OK,
VBKG AV,"Verbio SE",developer,false,VBKG.VI,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
SUMAS TI,"Sumas Suni Tahta ve Mobilya Sanayi A.S.",developer,false,SUMAS.IS,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
SHREYANIND IN,"Shreyans Industries",developer,false,SHREYANIND.NS,0,true,3,0,true,true,21,true,OK,
BGWTATO IN,"Bhagwati Autocast",developer,false,BGWTATO.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
9MIB GR,"Perpetua Resources",developer,false,9MIB.F,0,true,0,4,false,true,21,true,PARTIAL,no-past-quarters
1091 HK,"South Manganese Investment",developer,false,1091.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
MITSU IN,"Mitsu Chem Plast",developer,false,MITSU.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
1735 TT,"Evermore Chemical Industry Co.",developer,false,1735.TW,0,true,3,0,true,true,22,true,OK,
USNZY US,"Usinas Siderúrgicas de Minas Gerais S.A.",developer,false,USNZY,0,true,0,3,true,true,19,true,PARTIAL,no-past-quarters
STHINPA IN,"The South India Paper Mills",developer,false,STHINPA.BO,0,true,1,0,true,true,21,true,OK,
HTR GR,"Huntsman",developer,false,HTR.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
RDX AU,"Redox",developer,false,RDX.AX,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
FLQ GR,"Fletcher Building",developer,false,FLQ.F,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
001255 C1,"Zhejiang Bofay Electric Co.",developer,false,001255.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
002360 C1,"Shanxi Tond Chemical Co.",developer,false,002360.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
NPKYY US,"Nippon Kayaku Co.",developer,false,NPKYY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
000953 C1,"Guangxi Chisage Fine Chemical Technology Co.",developer,false,000953.SZ,0,true,1,1,true,true,22,true,OK,
COCHINM IN,"Cochin Minerals and Rutile",developer,false,COCHINM.BO,0,true,1,0,true,true,21,true,OK,
AKSHARCHEM IN,"AKSHARCHEM (INDIA)",developer,false,AKSHARCHEM.BO,0,true,2,0,true,true,21,true,OK,
300387 C1,"Hubei Forbon Technology Co.,Ltd.",developer,false,300387.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
300665 C1,"Zhuzhou Feilu High-Tech Materials Co.",developer,false,300665.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SMIT-R TB,"Sahamit Machinery Public Company",developer,false,SMIT-R.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
SMIT TB,"Sahamit Machinery Public Company",developer,false,SMIT.BK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
1812 HK,"Shandong Chenming Paper Holdings",developer,false,1812.HK,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
TAINWALCHM IN,"Tainwala Chemicals and Plastics (India)",developer,false,TAINWALCHM.NS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
002679 C1,"Fujian Jinsen Forestry Co.,Ltd",developer,false,002679.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
RBTEF US,"Robertet",developer,false,RBTEF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
ILKAF US,"Iluka Resources",developer,false,ILKAF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
NSHKF US,"Nippon Shokubai Co.",developer,false,NSHKF,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
KESARPE IN,"Kesar Petroproducts",developer,false,KESARPE.BO,0,true,4,0,true,true,21,true,OK,
USA CN,"Americas Gold and Silver",developer,false,USA.TO,0,true,4,4,true,true,19,true,OK,
KKA GR,"Kaneka",developer,false,KKA.F,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
S9Y GR,"Silvercorp Metals",developer,false,S9Y.F,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
301036 C1,"Sunlour Pigment Co.",developer,false,301036.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
002802 C1,"Wuxi Honghui New Materials Technology Co.",developer,false,002802.SZ,0,true,1,0,true,true,22,true,OK,
603968 CH,"Nantong Acetic Acid Chemical Co.",developer,false,603968.SS,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
LMP GR,"Lee & Man Paper Manufacturing",developer,false,LMP.F,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
300610 C1,"Yangzhou Chenhua New Material Co.",developer,false,300610.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ALK AU,"Alkane Resources",developer,false,ALK.AX,0,true,4,0,true,true,22,true,OK,
2489 HK,"Persistence Resources Group",developer,false,2489.HK,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
EMB GR,"5N Plus",developer,false,EMB.SG,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
AVIVA IN,"Aviva Industries",developer,false,AVIVA.BO,0,true,0,0,true,false,20,true,PARTIAL,no-past-quarters
CMTHF US,"Cementir Holding",developer,false,CMTHF,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
EMERGENT IN,"Emergent Industrial Solutions",developer,false,EMERGENT.BO,0,true,0,0,true,true,21,true,PARTIAL,no-past-quarters
002999 C1,"Guangdong Tianhe Agricultural Means of Production Co.",developer,false,002999.SZ,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ZEOOY US,"Zeon",developer,false,ZEOOY,0,true,0,0,true,true,19,true,PARTIAL,no-past-quarters
6981 JP,"Murata Manufacturing Co.",operating,false,6981.T,4,true,4,2,true,true,21,true,OK,
011070 KS,"LG Innotek Co.",operating,false,011070.KS,4,true,4,4,true,true,21,true,OK,
MSFT34 BZ,"Microsoft",operating,false,MSFT34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
ASML1N MM,"ASML Holding",operating,false,ASML1N.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
ASMLN MM,"ASML Holding",operating,false,ASMLN.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
066575 KS,"LG Electronics",operating,false,066575.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
307950 KS,"Hyundai Autoever",operating,false,307950.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
WIFI IJ,"PT Solusi Sinergi Digital Tbk",operating,false,WIFI.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
TSMC34 BZ,"Taiwan Semiconductor Manufacturing Company",operating,false,TSMC34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
003555 KS,"LG",operating,false,003555.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
AVGO34 BZ,"Broadcom",operating,false,AVGO34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
6752 JP,"Panasonic Holdings",operating,false,6752.T,4,true,4,0,true,true,21,true,OK,
TSEM IT,"Tower Semiconductor",operating,false,TSEM.TA,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
TCS IN,"Tata Consultancy Services",operating,false,TCS.NS,4,true,4,3,true,true,22,true,OK,
INTC MM,"Intel",operating,false,INTC.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
CSCO MM,"Cisco Systems",operating,false,CSCO.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
AMAT MM,"Applied Materials",operating,false,AMAT.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
CYBR IJ,"PT ITSEC Asia Tbk",operating,false,CYBR.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
6723 JP,"Renesas Electronics",operating,false,6723.T,4,true,4,0,true,true,21,true,OK,
NVDA CN,"NVIDIA",operating,false,NVDA.NE,0,true,0,4,true,true,14,true,PARTIAL,no-past-quarters
AAPL CN,"Apple",operating,false,AAPL.NE,0,true,0,4,true,true,14,true,PARTIAL,no-past-quarters
036930 KS,"JUSUNG ENGINEERING Co.,Ltd.",operating,false,036930.KQ,0,true,0,4,false,false,21,true,PARTIAL,no-past-quarters|no-fundamentals
LRCX MM,"Lam Research",operating,false,LRCX.MX,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
6146 JP,"Disco",operating,false,6146.T,4,true,4,0,true,true,21,true,OK,
064400 KS,"LG CNS",operating,false,064400.KS,4,true,4,4,true,true,21,true,OK,
007660 KS,"ISU Petasys Co.",operating,false,007660.KS,4,true,4,4,true,true,21,true,OK,
MTDL IJ,"PT Metrodata Electronics Tbk",operating,false,MTDL.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
377300 KS,"Kakao Pay",operating,false,377300.KS,4,true,4,4,true,true,21,true,OK,
CITA IJ,"PT Cita Mineral Investindo Tbk",operating,false,CITA.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SOL SJ,"Sasol",operating,false,SOL.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
4063 JP,"Shin-Etsu Chemical Co.",operating,false,4063.T,4,true,4,0,true,true,21,true,OK,
PSAB IJ,"PT J Resources Asia Pasifik Tbk",operating,false,PSAB.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
RIO LN,"Rio Tinto",operating,false,RIO.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
ESSA IJ,"PT ESSA Industries Indonesia Tbk.",operating,false,ESSA.JK,0,true,0,1,true,true,22,true,PARTIAL,no-past-quarters
SSW SJ,"Sibanye Stillwater",operating,false,SSW.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
SMGR IJ,"PT Semen Indonesia (Persero) Tbk",operating,false,SMGR.JK,4,true,4,3,true,true,22,true,OK,
051915 KS,"LG Chem",operating,false,051915.KS,0,true,0,4,true,true,21,true,PARTIAL,no-past-quarters
NPH SJ,"Northam Platinum Holdings",operating,false,NPH.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
AGII IJ,"PT Samator Indo Gas Tbk",operating,false,AGII.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
KIO SJ,"Kumba Iron Ore",operating,false,KIO.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
MNP SJ,"Mondi",operating,false,MNP.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
SOLBE1 SJ,"Sasol",operating,false,SOLBE1.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
GLEN LN,"Glencore",operating,false,GLEN.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
SINI IJ,"PT Singaraja Putra Tbk",operating,false,SINI.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
NICL IJ,"PT PAM Mineral Tbk",operating,false,NICL.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
UNIC IJ,"PT Unggul Indah Cahaya Tbk",operating,false,UNIC.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
KRAS IJ,"PT Krakatau Steel (Persero) Tbk",operating,false,KRAS.JK,0,true,0,1,true,true,22,true,PARTIAL,no-past-quarters
PAN SJ,"Pan African Resources",operating,false,PAN.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
LIN1N MM,"Linde",operating,false,LIN1N.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
011790 KS,"SKC Co.",operating,false,011790.KS,4,true,4,4,true,true,21,true,OK,
AAL LN,"Anglo American",operating,false,AAL.L,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
ZIJIN80 TB,"Zijin Mining Group Company",operating,false,ZIJIN80.BK,0,true,0,3,true,true,21,true,PARTIAL,no-past-quarters
WPM LN,"Wheaton Precious Metals",operating,false,WPM.L,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
SMMT IJ,"PT Golden Eagle Energy Tbk",operating,false,SMMT.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
SHELL CP,"Shell",operating,false,SHELL.PR,0,true,0,4,true,true,19,true,PARTIAL,no-past-quarters
SHIP IJ,"PT Sillo Maritime Perdana Tbk",operating,false,SHIP.JK,1,true,1,1,true,true,22,true,OK,
ELSA IJ,"PT Elnusa Tbk",operating,false,ELSA.JK,0,true,0,4,true,true,22,true,PARTIAL,no-past-quarters
EXX SJ,"Exxaro Resources",operating,false,EXX.JO,0,true,0,0,true,true,20,true,PARTIAL,no-past-quarters
1605 JP,"Inpex",operating,false,1605.T,4,true,4,0,true,true,21,true,OK,
SHELN MM,"Shell",operating,false,SHELN.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
SHEL1N MM,"Shell",operating,false,SHEL1N.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
SURE IJ,"PT Super Energy Tbk",operating,false,SURE.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
ADANIENT IN,"Adani Enterprises",operating,false,ADANIENT.NS,4,true,4,3,true,true,22,true,OK,
TOBA IJ,"PT TBS Energi Utama Tbk",operating,false,TOBA.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
MKAP IJ,"Multikarya Asia Pasifik Raya Tb",operating,false,MKAP.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
CTBN IJ,"PT Citra Tubindo Tbk",operating,false,CTBN.JK,0,true,0,0,true,true,22,true,PARTIAL,no-past-quarters
5020 JP,"ENEOS Holdings",operating,false,5020.T,4,true,4,0,true,true,21,true,OK,
MOL HB,"MOL Magyar Olaj- és Gázipari Nyilvánosan Muködo Részvénytársaság",operating,false,MOL.BD,4,true,4,4,true,true,20,true,OK,
EXXO34 BZ,"ExxonMobil Holdings",operating,false,EXXO34.SA,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
TTENN MM,"TOTALENERGIES SE",operating,false,TTENN.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
ONGC IN,"Oil and Natural Gas Corporation",operating,false,ONGC.BO,4,true,4,4,true,true,2,true,PARTIAL,thin-price-history
COALINDIA IN,"Coal India",operating,false,COALINDIA.BO,4,true,4,2,true,true,21,true,OK,
COP MM,"ConocoPhillips",operating,false,COP.MX,0,true,0,4,true,true,20,true,PARTIAL,no-past-quarters
